user_id,age,income,transaction_type,transaction_amount,due_date,payment_made_on_time,credit_score,debt_to_income_ratio,savings,financial_score
b8e82c9c-8e05-47c4-be0a-f5fe15d05fd7,39,80592.82,Travel,2044.96,2024-07-25,True,436.7,0.36,18985.35,400.7
cf90f089-3974-4e4f-bc74-fd5a270a63dc,22,139221.27,Groceries,4648.66,2024-08-03,False,804.88,0.1,23761.87,392.44
377eb92e-d296-473c-bf8d-63201d565751,69,91944.26,Rent,950.34,2024-06-18,False,824.27,0.29,7170.82,383.135
8843dd20-c3c8-4c57-b479-f09835b72613,52,68469.56,Rent,148.64,2024-09-26,False,729.06,0.15,25569.79,349.53
7c55be80-cd13-4a9b-b141-2396b6dfb50b,49,83167.69,Dining,2296.92,2024-11-19,True,393.33,0.1,19145.77,383.33
36623deb-34b4-4b3d-be35-0043c9dcd505,40,145822.02,Dining,656.76,2024-06-14,True,769.34,0.21,49945.73,748.34
855b91d9-681d-4865-ba0d-fc0c35437ad5,19,70909.91,Rent,2025.44,2024-09-18,True,662.63,0.52,22640.66,610.63
e1821924-9ba9-40dc-a585-b1d5944fb329,18,98892.4,Utilities,1994.14,2024-03-15,True,528.02,0.36,47476.42,492.02
1044f6bf-e07e-4135-a8e4-a4d3f4fb2442,31,80930.0,Rent,692.11,2024-09-28,False,667.17,0.46,33655.57,287.585
4de842f2-65ce-40fe-852a-c048ebf5efaa,53,79277.27,Utilities,4180.77,2024-05-09,False,496.54,0.2,13432.66,228.27
808a7007-8257-4660-bf18-b6d962339a28,39,146183.49,Utilities,581.57,2024-10-14,True,744.6,0.34,14171.93,710.6
2d46e040-9887-4579-954d-04406f9c7574,46,116401.98,Utilities,3978.63,2024-09-25,False,587.98,0.3,21738.9,263.99
7246b1ae-7608-4d8e-9702-68f7bbe7145d,22,113256.21,Travel,1665.77,2024-12-25,True,467.7,0.35,30185.29,432.7
90117730-dd78-4dce-aea7-08c54b96500f,40,37821.41,Shopping,2894.27,2024-09-10,True,411.91,0.19,31103.6,392.91
14805055-6d14-44fa-8dfc-e2df76e43e61,25,78942.57,Rent,3330.39,2024-06-10,True,754.75,0.49,45674.87,705.75
521923b1-924b-4fd8-b2a4-86ca411c9843,60,112718.63,Travel,278.01,2024-06-26,True,682.15,0.37,30058.67,645.15
b07a67d0-7b04-4ec8-ac67-c2a6ab722835,28,67794.28,Dining,4674.06,2024-03-26,False,612.16,0.47,24649.8,259.08
2fff3d56-2d03-4b40-8355-20ca85397314,56,148670.67,Utilities,1555.61,2024-11-08,False,689.33,0.17,15687.75,327.665
c4c0358c-9dd3-441d-9b3c-1df18efa2437,68,34317.91,Rent,2716.23,2024-07-28,True,444.51,0.15,7994.46,429.51
4a9fbba8-d47b-4840-be04-34c164e7ce7c,24,38907.44,Rent,4396.63,2024-05-16,False,590.54,0.18,26148.62,277.27
f8546f58-9eaa-4f9d-9b49-5385cd3995b7,63,91640.71,Utilities,3590.5,2024-11-28,True,595.56,0.57,33261.24,538.56
edb69e62-dda3-4b4e-935c-63c04860d9e6,70,82621.9,Utilities,2634.14,2025-01-27,True,487.71,0.24,19752.45,463.71
4d001529-c745-44ba-ab50-81881cd2cabd,52,90593.43,Utilities,775.3,2025-02-11,False,351.07,0.4,10138.12,135.535
1638f96e-72d2-418c-b1ee-a5727059ae04,55,39951.11,Dining,2608.13,2024-07-04,False,834.54,0.29,15713.94,388.27
25cc6e7e-eadd-44f3-a410-4559f8de5c37,20,40622.47,Rent,867.02,2024-04-21,True,337.35,0.34,29965.2,303.35
a664f77f-c204-430e-aa45-61281c85e918,29,115389.72,Dining,4694.69,2024-12-02,True,719.49,0.47,33710.77,672.49
bd77aef5-35fe-4d6e-828a-d5d42842ddd1,42,43755.23,Shopping,533.74,2024-03-11,True,695.78,0.55,38697.18,640.78
34522d02-bdd0-493f-a084-902f18cb8c8e,49,137965.95,Travel,1853.74,2024-05-21,False,467.95,0.6,9023.92,173.975
99054283-2a0f-4eb5-81a5-e95cd9830dce,44,76563.39,Travel,1283.68,2024-06-05,True,387.74,0.3,19145.26,357.74
e6d0c70e-6279-4e37-a2e3-467989ae6ae8,65,57242.35,Rent,4833.67,2025-01-10,False,578.44,0.52,23426.52,237.22000000000003
8e195b2a-82d1-4553-8102-15a43ba49309,54,80869.67,Travel,1968.99,2025-01-20,False,836.05,0.44,13143.91,374.025
411b528f-3f44-441c-85d4-18dd2081a7e7,40,58913.33,Travel,3026.46,2024-10-10,False,720.49,0.53,28631.99,307.245
b5f97146-86b3-4b8b-9071-ea720ce18b8e,66,145840.81,Dining,4352.51,2024-09-18,False,821.44,0.12,39413.69,398.72
54405ac4-2b93-486d-8a22-145ca355820c,27,96737.69,Travel,1689.38,2024-12-31,True,731.68,0.52,38376.14,679.68
5a183c84-aec5-45fd-ba40-2e75419cd1ca,22,48385.27,Travel,4697.16,2024-11-30,False,411.21,0.22,7205.26,183.605
6c74c636-c158-4340-a3e4-7fa7351977e7,22,130611.35,Rent,875.73,2024-12-18,False,372.39,0.54,49062.82,132.195
18230586-a6c0-4e57-a988-ee8150df92ff,18,78433.32,Travel,2460.96,2024-12-20,False,774.19,0.55,4468.39,332.095
1932c620-04c8-4b83-ba30-bcefe9bc8ed0,35,54713.54,Travel,1214.12,2024-12-13,False,552.27,0.31,4036.5,245.135
f0718cda-ff7a-4801-ac84-0158eb25ce09,63,145012.46,Travel,3827.24,2024-10-02,False,738.53,0.55,48401.35,314.265
6cc20e35-883f-4070-8624-5f80e0889e55,25,111746.28,Travel,2678.49,2025-02-16,False,535.63,0.58,34681.78,209.815
1f4c4d25-6547-4564-bdd6-75dffeb81744,49,91478.32,Dining,516.8,2025-01-08,False,564.88,0.28,33168.73,254.44
e3732750-d83f-4dad-92cf-4adfcb75d403,67,134816.45,Dining,108.63,2024-07-27,True,471.26,0.14,17902.32,457.26
c3d14fad-5546-4deb-9f3c-dcec062bd342,48,44254.1,Dining,650.8,2024-11-26,True,483.41,0.14,40673.44,469.41
9bc1e643-fb68-4bfe-8a9c-2d93c101af0c,19,78791.71,Rent,3277.88,2024-08-28,False,757.45,0.11,30896.19,367.725
96926eb5-48ad-460a-83ae-6146db6479aa,28,84476.64,Utilities,350.21,2025-02-28,True,409.54,0.56,3588.12,353.54
52d4c071-1b66-4b4c-a67c-90104cc1fcf1,39,62477.31,Shopping,3338.52,2024-11-22,True,715.44,0.49,32508.5,666.44
63d3a0ca-9285-4556-ab03-3e381d75ae9e,20,95161.93,Dining,1695.05,2024-06-07,True,539.19,0.2,1239.53,519.19
326a65a7-b7b4-4519-9b82-c61f6e47c3a1,44,30860.8,Travel,4950.42,2025-02-24,False,514.84,0.33,5760.19,224.42000000000002
a0678d8b-be1f-475a-86fc-5fd41e49b07c,29,103438.71,Rent,4785.3,2024-08-01,False,708.47,0.34,23574.82,320.235
f42fe12d-9069-47a3-b749-9404bf646bcb,21,141005.81,Utilities,3787.72,2024-10-22,False,304.66,0.29,47561.01,123.33000000000001
62c9da14-7786-4340-9e4d-d72be54c8057,47,80837.6,Travel,1012.66,2024-03-08,True,670.96,0.16,30972.06,654.96
20c3b05b-0b57-43b4-95c6-e15c3c4eb7b6,51,33648.24,Groceries,2774.42,2024-03-26,False,600.03,0.42,3519.06,258.015
7d304f4f-c6fa-4901-94b4-f3eb713dca38,50,119196.03,Rent,2573.18,2024-04-08,True,376.98,0.13,21838.14,363.98
3ac2b516-aba7-4ebe-a1fc-6d75cd49132a,21,88645.38,Travel,1558.86,2024-03-25,False,389.91,0.34,37479.09,160.955
068614d7-4362-4aad-9128-b66fa561f52f,42,148848.29,Travel,932.5,2024-04-25,False,486.22,0.16,41716.86,227.11
5fef74c6-2fa7-407d-9755-1e1c8ec2570d,67,140554.23,Travel,899.79,2024-09-25,False,622.63,0.37,29214.01,274.315
edeccf16-61fb-4151-a11b-cf923ce4f0fc,45,42740.62,Utilities,125.18,2025-03-01,False,765.92,0.26,3077.13,356.96
3c71719e-e05d-489b-9228-b65422975102,19,25724.81,Utilities,593.12,2024-10-06,False,387.52,0.43,10939.27,150.76
cf32ab5d-826b-4503-a703-8c4acb7ba217,67,42604.25,Dining,2640.37,2025-03-02,False,430.3,0.33,3146.38,182.15
1ba85cde-4572-476f-ba88-a3ded937f536,41,47075.54,Travel,2597.01,2024-12-23,False,493.59,0.5,47048.44,196.795
49309385-12ef-4fab-b3c1-f08e90cba7b1,37,80014.33,Utilities,2178.75,2024-08-16,False,802.73,0.25,23600.03,376.365
cd93c127-3cb9-455e-bce4-e61e07677db8,56,125698.44,Rent,1425.91,2024-07-12,True,669.5,0.27,2176.1,642.5
e3c53ffc-7941-40f1-baa1-3f23644dcb77,24,53508.06,Rent,389.45,2024-06-14,True,416.85,0.26,40514.41,390.85
cb6ffdc8-7b84-4996-a560-7cde0af11abc,21,88426.14,Shopping,146.53,2024-08-13,False,491.09,0.24,35729.65,221.545
3e1c99f3-faf1-4c2d-9e80-78045ff9cda6,66,66155.45,Travel,1325.95,2024-05-01,False,402.75,0.13,37764.79,188.375
e7702964-31af-40d5-8e01-d6423c3a1529,69,77521.55,Rent,4338.07,2024-12-23,False,692.4,0.29,29611.66,317.2
1f1b8037-f133-40fb-bd2c-e0bbab9109a9,32,86593.86,Utilities,2025.53,2024-12-27,True,309.21,0.46,38434.17,263.21
d7be1c0b-383b-4eb6-84d0-3e28f4224821,51,138874.44,Rent,1767.88,2024-12-08,False,772.94,0.43,27484.48,343.47
b78d5d01-041f-42e6-bdeb-f7f518b65e6b,37,54381.23,Rent,4895.6,2024-09-11,True,384.14,0.15,16944.8,369.14
94e720a5-dccf-455c-9f83-798653ac47e9,70,97217.05,Rent,123.16,2025-01-30,False,599.91,0.41,21387.55,258.955
256c4249-2ff4-4d8d-a5a1-0f92f23ede69,56,148468.4,Shopping,4027.13,2024-05-04,False,769.16,0.57,29444.02,327.58
92f7276b-dd27-4f6f-babe-938ea6483566,60,93686.13,Shopping,37.71,2024-07-17,True,366.36,0.32,15580.64,334.36
1f9fb5e5-ea22-4cd2-8d9e-d85c306ed5b8,63,86866.21,Travel,616.6,2025-02-21,False,375.22,0.57,6422.41,130.61
0d8b3764-b797-455b-b83c-b18ccd3164e5,24,29063.02,Dining,2463.05,2024-08-17,True,842.26,0.15,7977.3,827.26
1b236375-78c5-4484-aa3d-394a9bd3d8aa,57,127134.1,Dining,1552.46,2024-11-21,False,301.85,0.59,17948.2,91.92500000000001
72de2ef5-7310-47f6-8dd5-0ed05bc64849,33,77633.3,Dining,329.08,2024-10-26,True,733.9,0.16,22402.68,717.9
abb7f9f9-5511-4db7-bc63-fd4ffa65b724,68,129249.75,Dining,4166.8,2024-06-22,True,593.24,0.46,37836.32,547.24
67e626b5-0a8b-4259-8c25-27d1a49e1d59,39,87336.08,Dining,2810.71,2024-05-21,False,417.2,0.44,34026.06,164.6
18214293-d803-4c21-9c1e-150e1ff7242e,37,79968.41,Dining,4280.74,2024-08-08,True,562.38,0.23,35363.03,539.38
0b00811b-974e-401c-a086-783983312924,50,107331.62,Dining,3321.64,2025-03-01,False,779.16,0.43,35263.28,346.58
c4998c35-c32d-4f92-b15c-15e8cda68e7a,43,68260.62,Rent,4868.76,2024-09-22,False,593.4,0.13,18951.9,283.7
0e351a09-d8de-4e32-8e70-7ee667e184f3,54,95336.09,Utilities,1996.49,2024-12-11,True,735.43,0.5,42014.68,685.43
2e6e97de-1f2c-4554-b721-e8a7c2607376,62,99629.05,Shopping,983.25,2025-01-03,True,355.46,0.21,6573.34,334.46
fe0863ca-66bc-4f5f-8c52-15588cfa93c0,19,141622.42,Dining,332.06,2024-12-14,True,567.95,0.4,3537.62,527.95
b7789877-2c67-49e9-b4ba-82b60516a864,28,51900.18,Groceries,4616.73,2025-02-23,True,724.78,0.35,1360.77,689.78
499ca8d5-4ba9-4446-bd17-b179c9659b9f,48,65744.12,Shopping,4486.78,2025-01-11,True,393.51,0.22,31934.25,371.51
686ad68c-c30d-4944-bc9e-16833ad31d64,45,86292.11,Travel,4443.57,2024-04-18,False,429.43,0.48,9217.35,166.715
cf40266d-9722-4aec-8789-504f1eaee286,34,35031.57,Dining,2143.08,2024-11-25,True,712.37,0.49,2232.59,663.37
5e757da6-1c8c-4974-8be5-c19ea3bae178,44,94555.36,Groceries,1968.68,2025-01-20,True,431.5,0.26,3552.15,405.5
77bfdf0e-f58a-406d-8a55-63a5cbef5bf7,54,25751.04,Travel,1447.56,2024-09-21,False,841.53,0.36,3421.4,384.765
1a8a48d0-8be3-4b74-8c88-dafd3553b3e3,43,75271.48,Utilities,3542.3,2024-06-21,False,454.41,0.31,22112.32,196.205
fafe1d50-8e1b-4a1a-b733-b426b0257bd5,66,97425.3,Rent,2661.94,2025-02-21,False,410.18,0.18,25174.2,187.09
0397372d-74a5-44cf-a4b2-191faeb9f4e8,50,64005.72,Utilities,512.65,2024-08-16,False,515.49,0.34,12420.2,223.745
f6a659d8-863a-4345-9eb2-d4854c2cd5ef,43,78828.35,Travel,218.21,2025-01-24,True,711.54,0.16,3308.97,695.54
aba07963-d65c-4993-b4c3-534d59956798,38,89934.29,Travel,2970.71,2025-01-24,True,302.87,0.35,29097.71,267.87
89085140-f468-42b3-921a-9541b34bcaeb,56,66293.46,Groceries,731.76,2024-11-23,False,843.1,0.56,11525.45,365.55
0f588583-16d7-4db8-942c-259d6d44cb44,67,47804.54,Utilities,1353.34,2024-08-19,False,775.33,0.43,19746.21,344.665
2fb162e7-baa1-4758-8e05-ac79c83c9f33,23,49117.81,Travel,1210.44,2024-06-23,True,453.74,0.44,4190.96,409.74
39f2f3ec-f6e1-4260-a5bd-6565ef5b0aea,30,91388.34,Shopping,135.84,2024-12-09,True,517.81,0.2,34745.11,497.80999999999995
47cc2e1e-c7b9-463d-99d5-7e549c97301d,55,134752.98,Utilities,2742.2,2024-09-28,True,709.75,0.46,3520.82,663.75
97cf8766-ea1b-4fce-91ab-4a7442db2941,40,41829.67,Groceries,2404.82,2024-07-15,False,621.6,0.2,19638.21,290.8
a314b06d-0836-489d-8a69-fafb3851352a,19,88589.25,Shopping,4903.94,2024-08-03,True,749.35,0.3,37450.57,719.35
e86b4566-da9e-4cde-b522-12f3871ddc62,65,119730.06,Groceries,4173.44,2024-09-20,False,542.94,0.44,26000.69,227.47000000000003
df5287ba-5163-43e3-b2cf-48e5f7fd2c19,70,132668.85,Rent,3128.08,2024-03-11,False,560.4,0.41,5854.27,239.2
d3d09543-c71e-4ee5-899f-d8fb8c094985,48,92578.11,Rent,1071.76,2024-06-09,True,387.54,0.25,48464.4,362.54
b7feec57-75c8-4929-835a-79ae7783421f,38,20262.44,Travel,165.48,2024-03-27,True,455.11,0.6,36407.32,395.11
34aa71e3-9321-475b-91d0-ba19dac8bdd5,37,119864.7,Rent,2634.36,2024-03-16,False,694.27,0.32,14106.87,315.135
6874c15a-bb70-48d8-ba08-4bffca6b16f6,70,122959.85,Utilities,4276.73,2024-07-04,False,710.53,0.58,31112.49,297.265
5dfb52da-4ad4-4964-9b15-2cd3e2ed1d6b,21,94900.52,Dining,3825.66,2024-06-03,False,344.62,0.2,41951.28,152.31
3b4a85a3-df1a-40e9-8051-ef3a32d75ff3,51,112597.62,Travel,448.91,2025-01-15,False,375.81,0.59,5035.81,128.905
a87c5dbf-ae64-4555-8974-15b614c1368c,51,88291.51,Shopping,3615.18,2024-07-31,False,310.35,0.23,10209.99,132.175
ce43c9e2-59cb-43d6-be26-f1ac70e972e3,58,45622.72,Dining,408.89,2024-08-22,False,482.1,0.24,24755.52,217.05
6ffadb95-8f48-46b8-bf18-3166cf8a8a9b,53,40844.61,Travel,2297.5,2024-10-08,True,512.77,0.58,30887.56,454.77
d72e1ae8-250a-43c4-ba6c-802fb1b011c8,31,96307.92,Travel,2723.71,2025-01-16,True,783.69,0.56,48157.47,727.69
938d22ee-03e4-47f6-a320-eb482b90c9fc,54,27626.57,Groceries,1444.9,2025-02-04,True,824.02,0.29,24378.31,795.02
73701e5d-2174-4390-a864-6f4e99d7cee4,47,31537.37,Dining,243.77,2024-07-19,False,812.42,0.33,11579.57,373.21
8534a1ec-a662-4315-ba1e-6da0ae5842c4,42,32407.66,Dining,3232.19,2024-12-30,False,602.6,0.58,44780.79,243.3
41dcd44b-b115-4b04-805b-49d83f5c8f79,39,58706.37,Dining,3893.95,2024-05-17,True,843.06,0.22,43687.81,821.06
035b29ae-4e4b-4c32-a86f-5214e4aa0045,45,126081.74,Travel,2435.14,2025-01-11,False,381.95,0.49,5258.35,141.975
0c13f244-31fb-46e8-b301-01e0f358345d,21,135577.94,Rent,4225.23,2024-04-20,True,457.91,0.29,17464.97,428.91
ff8721ce-b62f-40e0-9009-d390fecd4bc3,35,49756.8,Travel,217.86,2025-02-19,False,574.46,0.4,1913.97,247.23000000000002
b8a91a7f-9dc0-4d65-ac8d-1dd3dfada468,36,79911.77,Groceries,3305.36,2024-05-16,True,837.57,0.54,34513.31,783.57
dc191151-d425-4ffe-911e-4f436ef42173,18,95926.2,Dining,878.27,2024-07-09,True,825.25,0.34,781.0,791.25
f82bde75-8320-4f3d-9753-a8573a803875,22,29301.18,Dining,2570.44,2025-01-09,False,764.47,0.26,20322.91,356.235
7058d435-ba49-4be2-8da7-fb357177e292,68,111256.72,Rent,2514.29,2025-02-23,True,657.25,0.24,10247.57,633.25
4247a136-ebfd-494c-8ea7-ae57cd623cbe,23,26003.49,Rent,1585.84,2024-06-06,False,375.87,0.14,17909.2,173.935
8b178d5b-4d7a-4758-8b56-7ef7866aca53,60,58976.14,Shopping,1994.56,2024-12-29,False,750.02,0.49,9479.19,326.01
3a24acf9-3fa1-4b79-bc4d-b880758f95de,66,133756.65,Rent,1539.3,2024-04-14,True,583.92,0.35,23845.14,548.92
4453a90c-266d-452f-beb6-a8032a87c810,67,115706.9,Rent,2519.36,2024-09-06,False,621.21,0.53,13085.69,257.605
202429f5-cb18-4293-8960-d3c31f2f77bd,32,33684.68,Utilities,2641.18,2024-04-06,False,332.37,0.32,9216.92,134.185
e6287840-fbbc-41f3-b9e6-6bd7770232c8,32,137236.91,Travel,4194.96,2024-10-27,True,763.24,0.49,29961.71,714.24
daf1e54d-4cdd-4784-87aa-48c4590c45a4,44,109135.82,Utilities,1556.03,2024-03-20,False,377.79,0.58,18440.15,130.895
7e1d6984-d8dd-4214-98ae-f5b4c036e7aa,45,119429.95,Shopping,1755.41,2025-01-12,False,642.01,0.11,11461.08,310.005
b6ef651e-5ab9-4338-bec3-fe4434d913d1,29,73679.37,Rent,630.96,2024-09-20,False,555.97,0.33,38796.69,244.985
25547696-067f-429c-8f41-b5a7f48b830f,60,82657.62,Shopping,3253.83,2025-02-21,False,515.42,0.52,46409.47,205.70999999999998
a0aa70c0-8084-480e-9e30-12daf54a3b37,44,105039.91,Shopping,4965.73,2025-01-07,True,548.56,0.52,3999.73,496.55999999999995
a1176566-a718-464a-ba63-1d93eff69940,24,68221.73,Travel,801.81,2024-05-24,True,695.71,0.32,2258.35,663.71
f5b2caa4-a85c-4259-91e0-9aaf32eebfb9,70,145783.02,Rent,1649.09,2024-06-15,True,543.45,0.26,10687.3,517.45
675212cb-cb16-4098-bc62-dc76fc3dbd6a,46,96736.25,Travel,4560.95,2024-06-27,False,358.43,0.36,40890.91,143.215
5c56cf63-cedb-4802-aa68-b14885514253,51,92402.55,Utilities,353.91,2024-09-30,False,784.77,0.4,4424.85,352.385
4122229f-2f14-41b7-8738-eccdcbbe5fe5,50,78672.15,Shopping,3551.29,2024-06-02,True,324.01,0.2,6310.71,304.01
