user_id,age,income,transaction_type,transaction_amount,due_date,payment_made_on_time,credit_score,debt_to_income_ratio,savings
f19c9f24-217e-4f4c-ace4-b033ce912647,51,129949.4,Shopping,4253.76,2025-03-08,True,333.64,0.52,29925.48
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Travel,3313.73,2024-10-09,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Rent,2437.98,2025-01-23,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Travel,1591.99,2024-05-11,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Groceries,2574.86,2024-08-10,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Groceries,2033.16,2024-07-27,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Utilities,726.51,2025-01-11,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Rent,291.09,2025-03-21,True,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Groceries,1506.6,2025-01-02,True,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Rent,10.59,2024-05-28,True,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Utilities,4155.93,2024-08-24,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Travel,443.74,2024-08-22,False,664.48,0.48,713.61
0d2baf3a-137e-472c-98ba-fb687056888c,60,104231.79,Travel,968.95,2024-12-01,True,664.48,0.48,713.61
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,3566.96,2024-08-07,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,3530.74,2024-03-27,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,1806.11,2024-04-26,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Groceries,154.81,2024-03-22,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,4655.83,2024-08-27,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,4088.8,2024-06-17,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,3494.37,2024-06-17,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,1379.76,2024-05-27,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,3480.85,2024-12-19,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,2827.26,2024-05-29,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,2927.78,2025-03-06,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,2994.82,2024-06-16,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,1617.31,2025-03-06,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,1429.97,2024-06-20,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,984.02,2024-09-16,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,4443.59,2024-12-26,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,4568.08,2024-12-04,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Dining,1002.65,2024-10-25,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,4466.12,2024-12-19,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Dining,3728.77,2024-10-23,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,4213.7,2024-04-08,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,3180.21,2024-10-03,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,4903.33,2025-03-01,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Groceries,2406.88,2025-01-19,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Dining,3405.37,2025-02-01,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Utilities,1417.15,2024-11-13,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,4866.8,2024-09-23,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,3586.59,2024-03-30,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,1885.32,2024-07-29,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,1810.91,2025-01-28,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,2025.49,2025-03-09,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,1184.36,2024-06-15,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Groceries,4102.29,2024-10-09,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,3437.9,2024-10-10,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,3831.14,2024-10-12,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,3056.24,2024-11-30,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,2922.07,2024-08-29,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,2823.48,2024-11-17,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Shopping,4034.89,2024-07-15,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Rent,1032.65,2024-08-19,True,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Travel,3630.13,2025-02-02,False,517.18,0.11,26697.7
1a74df56-6412-464d-818f-71aaca90bb3e,44,122773.09,Dining,3712.56,2024-05-14,False,517.18,0.11,26697.7
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Utilities,1966.95,2024-04-19,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Shopping,1970.1,2024-04-21,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Rent,1660.04,2024-04-04,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Shopping,3499.88,2024-11-01,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Rent,4872.73,2024-10-04,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Utilities,1012.16,2024-07-15,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Groceries,4949.37,2024-04-08,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Utilities,3819.83,2024-12-28,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Groceries,583.66,2024-05-28,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Rent,4638.39,2024-07-07,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Dining,2944.37,2024-10-16,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Groceries,1115.98,2024-10-30,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Utilities,4095.69,2024-06-21,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Rent,3404.56,2024-05-28,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Groceries,103.87,2024-12-02,False,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Utilities,4850.04,2025-02-12,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Dining,4953.98,2024-09-16,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Shopping,214.03,2024-09-14,True,682.26,0.5,41915.5
e1c87cab-7871-4217-b99f-7ca1adc63475,49,116086.66,Utilities,90.99,2024-05-14,True,682.26,0.5,41915.5
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Groceries,3444.83,2024-11-21,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Rent,2818.98,2024-06-11,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Dining,4450.17,2024-11-08,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Shopping,4792.81,2024-07-12,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Rent,1453.41,2025-03-05,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Travel,2257.48,2024-03-24,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Utilities,2063.49,2024-10-05,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Groceries,692.63,2024-07-13,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Shopping,602.98,2025-01-27,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Dining,2175.35,2025-02-07,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Groceries,511.82,2024-04-30,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Shopping,1636.85,2024-11-19,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Shopping,213.34,2025-01-26,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Dining,1803.3,2024-09-08,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Utilities,3494.23,2024-06-22,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Groceries,2700.82,2024-11-04,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Groceries,2525.2,2025-01-21,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Rent,4664.8,2024-09-04,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Rent,1329.14,2024-12-06,False,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Rent,1282.25,2024-07-30,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Shopping,3990.71,2024-08-14,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Travel,4231.83,2024-04-17,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Shopping,1261.18,2024-05-30,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Dining,2104.0,2025-01-10,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Dining,4580.14,2024-08-19,True,784.47,0.56,9557.23
990debfe-a05b-4dfe-83c8-91ac3afa0745,55,43812.23,Travel,3389.84,2024-11-30,True,784.47,0.56,9557.23
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Dining,4901.42,2024-10-30,False,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Utilities,211.23,2024-07-26,False,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Dining,2009.52,2024-06-04,False,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Dining,1128.03,2025-01-05,True,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Rent,4007.41,2025-02-28,True,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Shopping,4057.32,2024-08-13,True,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Utilities,3316.14,2024-04-27,False,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Rent,3519.62,2024-07-04,False,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Rent,3665.39,2024-05-22,True,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Travel,2462.77,2024-12-10,False,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Rent,2044.76,2024-12-26,True,409.12,0.26,24748.61
317b075e-c561-458f-a6d2-eb544fea22da,27,129473.69,Rent,2913.74,2024-07-03,False,409.12,0.26,24748.61
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,2720.87,2024-03-21,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,2564.61,2025-02-12,False,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Groceries,1142.65,2024-09-29,False,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Shopping,4040.23,2024-09-23,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,479.52,2025-03-10,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Rent,2992.07,2025-03-01,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,1800.22,2024-07-04,False,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Travel,4017.25,2024-08-15,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Groceries,3528.53,2024-10-07,False,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Rent,4773.13,2024-08-14,False,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Shopping,2342.43,2024-05-19,False,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Rent,4066.09,2024-08-20,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Shopping,3227.61,2024-05-21,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,1880.62,2025-02-26,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,1291.4,2024-08-19,True,567.65,0.17,42987.47
18f2060f-71f9-46fa-997c-9483f4dc62c3,39,127087.26,Dining,3549.78,2024-05-25,True,567.65,0.17,42987.47
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,1516.53,2024-03-27,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,2538.78,2024-07-04,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Shopping,888.47,2024-09-04,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,1048.55,2024-08-22,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Travel,336.53,2024-10-14,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Rent,2624.45,2024-10-24,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,4260.79,2024-05-06,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Shopping,4127.3,2025-02-19,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Rent,87.83,2024-08-31,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,877.85,2024-03-23,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,925.17,2024-06-06,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,4582.04,2024-04-13,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Rent,1930.28,2024-03-27,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Shopping,662.36,2024-12-22,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,3386.69,2024-05-20,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Travel,3727.65,2024-06-13,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Rent,176.33,2025-01-14,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,2589.37,2024-12-16,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Travel,4388.8,2024-06-04,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,1331.82,2024-12-22,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Travel,179.55,2024-08-08,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Travel,582.12,2024-05-19,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,2124.79,2024-04-02,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,2302.6,2025-01-18,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Utilities,3168.87,2024-09-03,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Shopping,2453.55,2024-09-14,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,795.65,2024-05-09,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Travel,1657.86,2025-02-10,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,2309.03,2024-06-06,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Groceries,714.35,2024-06-15,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,21.43,2024-12-06,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Utilities,2817.71,2024-11-30,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Shopping,4765.64,2024-12-26,False,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Rent,869.26,2024-09-13,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Rent,1621.44,2024-12-22,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Utilities,1700.92,2024-06-20,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Dining,993.6,2024-06-25,True,495.54,0.14,27026.46
aee49d76-da0e-4fd4-a7bc-ce4fdd3a2173,21,53202.74,Shopping,963.17,2024-11-18,False,495.54,0.14,27026.46
cd01cd69-8a5c-422a-816f-9b2dde5fc376,29,136638.9,Travel,3473.33,2024-04-02,True,308.62,0.3,1244.15
cd01cd69-8a5c-422a-816f-9b2dde5fc376,29,136638.9,Travel,3490.45,2024-04-09,True,308.62,0.3,1244.15
cd01cd69-8a5c-422a-816f-9b2dde5fc376,29,136638.9,Shopping,1808.76,2025-02-25,True,308.62,0.3,1244.15
